Federal Provider Number,Provider Name,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,RN Staffing Rating,Processing Date
145932,CITADEL CARE CENTER-WILMETTE,5,3,5,4,5,4/1/2016
396026,VILLA SAINT JOSEPH OF BADEN IN,4,4,3,3,5,4/1/2016
65226,APPLEWOOD LIVING CENTER,1,1,2,2,3,4/1/2016
315047,CINNAMINSON CENTER,3,3,3,2,3,4/1/2016
195220,HERITAGE MANOR OF SLIDELL,1,1,4,3,3,4/1/2016
185409,CRESTVIEW CENTER,4,4,3,2,4,4/1/2016
55222,SPRINGS ROAD HEALTHCARE,2,1,5,3,5,4/1/2016
335668,KIRKHAVEN,2,2,3,3,3,4/1/2016
375365,SOUTH POINTE REHABILITATION AND CARE CENTER,2,1,3,4,3,4/1/2016
55412,ORCHARD POST ACUTE CARE,2,1,5,4,4,4/1/2016
555710,MANORCARE HEALTH SERVICES - TICE VALLEY,5,4,4,5,5,4/1/2016
375360,OAKRIDGE NURSING CENTER,1,2,1,3,3,4/1/2016
395710,ATTLEBORO NURSING AND REHAB CE,4,4,4,3,5,4/1/2016
235535,RIVERSIDE NURSING CENTRE,5,4,5,4,5,4/1/2016
385112,WEST HILLS HEALTH & REHABILITATION CENTER,5,5,2,4,5,4/1/2016
225757,WINGATE AT SOUTH HADLEY REHAB & SKILLED NURSING,3,2,2,4,4,4/1/2016
675291,CROSBYTON NURSING AND REHABILITATION CENTER,1,2,1,3,2,4/1/2016
495385,"VMRC, COMPLETE LIVING CARE",5,3,5,4,4,4/1/2016
15378,MARSHALL MANOR NURSING HOME,5,4,5,4,4,4/1/2016
75335,BEECHWOOD,5,3,5,4,4,4/1/2016
165397,HEARTLAND CARE CENTER,5,4,3,5,5,4/1/2016
185262,MADISON HEALTH AND REHABILITATION CENTER,4,4,2,3,3,4/1/2016
505226,PRESTIGE CARE & REHABILITATION - SUNNYSIDE,2,1,3,4,5,4/1/2016
465152,KOLOB CARE AND REHABILITATION OF ST GEORGE,1,2,1,3,4,4/1/2016
225328,"OAKS, THE",5,4,5,3,3,4/1/2016
175335,CHERRYVALE NURSING AND REHABILITATION CENTER,3,3,2,2,2,4/1/2016
385125,AVAMERE REHABILITATION OF OREGON CITY,3,2,2,4,3,4/1/2016
145615,REGENCY CARE OF STERLING,5,4,5,4,4,4/1/2016
335625,CENTER FOR NURSING AND REHABILITATION S N F,5,5,5,2,3,4/1/2016
315153,"MANOR, THE",5,5,4,4,5,4/1/2016
195622,WILLIS-KNIGHTON EXTENDED CARE CENTER,5,5,4,5,5,4/1/2016
495189,REGENCY HEALTH AND REHABILITATION CENTER,4,4,3,2,3,4/1/2016
305045,"PLEASANT VIEW CENTER, GENESIS HEALTHCARE",2,1,2,4,4,4/1/2016
115706,WILDWOOD HEALTH AND REHAB,2,3,1,3,2,4/1/2016
105524,PORT CHARLOTTE REHABILITATION CENTER,3,2,3,4,4,4/1/2016
245338,ST JOHNS LUTHERAN HOME,3,2,2,4,4,4/1/2016
676320,CONTINUUM REHABILITATION HOSPITAL OF NORTH TEXAS L,5,5,4,,,4/1/2016
676282,BAYOU MANOR,5,3,5,5,5,4/1/2016
676089,WINNIE L LTC PARTNERS INC,1,2,1,1,1,4/1/2016
445430,LEWIS COUNTY NURSING AND REHABILITATION CENTER,2,2,2,3,3,4/1/2016
265776,"ESTATES OF SPANISH LAKE, THE",1,1,3,1,1,4/1/2016
375440,SUNSET ESTATES OF PURCELL,4,3,2,4,3,4/1/2016
195386,MORGAN CITY HEALTH CARE CENTER,1,2,1,2,2,4/1/2016
245520,REDEEMER RESIDENCE INC,2,1,4,4,5,4/1/2016
265839,VILLA THERESA HAVEN,3,3,3,3,2,4/1/2016
555204,SUBACUTE/SARATOGA,5,4,5,5,5,4/1/2016
15053,CLEBURNE COUNTY NURSING HOME,1,1,1,4,3,4/1/2016
235237,CALHOUN COUNTY MEDICAL CARE FACILITY,3,2,4,4,4,4/1/2016
425305,PATEWOOD REHABILITATION & HEALTHCARE CENTER,2,2,2,3,3,4/1/2016
235454,"LAKESHORE HEALTHCARE ELMWOOD CAMPUS, INC",2,2,4,3,2,4/1/2016
525638,PARK VIEW HEALTH CENTER,5,5,3,5,5,4/1/2016
105949,FLORIDA PRESBYTERIAN HOMES INC,5,4,4,5,5,4/1/2016
55527,LOS PALOS CONVALESCENT HOSPITAL,3,2,5,3,3,4/1/2016
555478,VICTORIA CARE CENTER,4,2,5,5,5,4/1/2016
335619,HIGHLAND NURSING HOME INC,3,2,3,4,5,4/1/2016
505325,BAINBRIDGE ISLAND HEALTH & REHAB CENTER,5,4,5,4,5,4/1/2016
155695,RIVERSIDE VILLAGE,4,3,5,2,3,4/1/2016
395564,RIVERSIDE REHABILITATION AND NURSING CENTER,1,1,4,1,2,4/1/2016
365287,ALTERCARE OF CUYAHOGA FALLS CTR FOR REHAB & NURSIN,4,3,5,3,3,4/1/2016
235607,WARWICK LIVING CENTER,4,4,3,4,4,4/1/2016
15336,"LUVERNE HEALTH AND REHABILITATION, LLC",5,4,5,3,3,4/1/2016
195571,OLD JEFFERSON COMMUNITY CARE CENTER,4,3,5,2,2,4/1/2016
335090,ELIZABETH CHURCH MANOR NURSING HOME,4,2,5,4,4,4/1/2016
335800,NOTTINGHAM R H C F,4,2,5,5,5,4/1/2016
4.50E+175,S.P.J.S.T. REST HOME 3,3,4,1,3,3,4/1/2016
255097,CARE CENTER OF ABERDEEN,3,4,4,1,1,4/1/2016
335254,RIVERHEAD CARE CENTER L L C,2,1,5,3,3,4/1/2016
35273,SPLENDIDO AT RANCHO VISTOSO,3,2,4,5,5,4/1/2016
235602,HAZEL I FINDLAY COUNTRY MANOR,3,3,1,5,5,4/1/2016
115691,SMITH MEDICAL NURSING CARE CTR,1,1,4,3,2,4/1/2016
235005,MAPLES BENZIE CO MEDICAL CARE,2,1,3,5,5,4/1/2016
325214,LAGUNA RAINBOW NURSING CENTER,4,2,5,4,4,4/1/2016
395612,SPIRITRUST LUTHERAN THE VILLAGE AT SPRENKLE DRIVE,4,3,5,2,3,4/1/2016
365650,MERCY - MCAULEY CENTER,2,3,2,1,2,4/1/2016
675390,SUNFLOWER PARK HEALTH CARE,5,5,5,1,2,4/1/2016
15114,SHADESCREST HEALTH CARE CENTER,1,2,1,2,3,4/1/2016
335637,BROOKLYN QUEENS NURSING HOME,4,4,5,1,1,4/1/2016
395648,PETER BECKER COMMUNITY,5,5,4,3,5,4/1/2016
135071,SAFE HAVEN CARE CENTER OF POCATELLO,1,1,1,,,4/1/2016
555740,PALM GROVE HEALTH CARE,5,3,5,4,3,4/1/2016
555481,MARSHALL MEDICAL CENTER D/P SNF,5,5,2,,,4/1/2016
265285,JEFFERSON CITY MANOR CARE CENTER,4,4,3,4,3,4/1/2016
425016,"FELLOWSHIP HEALTH & REHAB OF ANDERSON, LLC",4,4,2,2,3,4/1/2016
525561,EAST TROY MANOR,4,4,4,4,4,4/1/2016
275071,DANIELS MEMORIAL NURSING HOME,4,2,5,5,5,4/1/2016
245274,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,3,2,3,5,5,4/1/2016
366353,TUSCANY GARDENS,1,1,2,3,4,4/1/2016
75318,POMPERAUG WOODS HEALTH CENTER,5,4,5,5,5,4/1/2016
15063,GOLDEN LIVING CENTER - BOAZ,4,4,2,3,5,4/1/2016
315149,STERLING MANOR,2,3,1,3,2,4/1/2016
555136,POWAY HEALTHCARE CENTER,5,4,5,4,4,4/1/2016
115473,TRADITIONS HEALTH AND REHABILITATION,3,3,2,3,3,4/1/2016
55474,MAGNOLIA REHABILITATION  & NURSING  CENTER,2,1,5,4,3,4/1/2016
155417,HICKORY CREEK AT SCOTTSBURG,5,5,3,3,4,4/1/2016
395873,LGAR HEALTH AND REHABILITATION,4,3,3,4,4,4/1/2016
345407,CROSS CREEK HEALTH CARE,4,3,5,2,4,4/1/2016
45439,GOSNELL THERAPY AND LIVING,5,5,5,3,2,4/1/2016
315452,MARGARET ANNA CUSACK CARE CENTER,5,4,5,5,5,4/1/2016
366400,PRISTINE SENIOR LIVING & POST-ACUTE CARE OF BEAVER,2,3,4,1,2,4/1/2016
396002,"TCU AT NAZARETH HOSPITAL, THE",5,5,5,5,5,4/1/2016
75351,ABBOTT TERR HEALTH CTR,1,1,3,3,3,4/1/2016
65303,BETH ISRAEL AT SHALOM PARK,2,1,3,5,5,4/1/2016
205116,STILLWATER HEALTH CARE,5,5,4,5,5,4/1/2016
366275,NORTHFIELD VILLAGE RETIREMENT COMMUNITY,3,3,2,3,4,4/1/2016
366305,KINGSTON CARE CENTER OF SYLVANIA,4,4,4,3,3,4/1/2016
155224,COLUMBIA HEALTHCARE CENTER,2,1,5,3,4,4/1/2016
396131,LIFECARE HOSPITALS OF PITTSBURGH SNF UNIT,3,3,1,4,4,4/1/2016
365118,GERIATRIC CENTER OF MANSFIELD,3,4,1,3,2,4/1/2016
675550,PECAN TREE REHAB AND HEALTHCARE CENTER,3,3,4,3,2,4/1/2016
225355,KEYSTONE CENTER,2,2,2,3,4,4/1/2016
215231,CLINTON NURSING & REHABILITATION CENTER,2,1,5,2,2,4/1/2016
245307,CORNERSTONE NSG & REHAB CENTER,3,3,2,3,2,4/1/2016
676223,BAYOU PINES CARE CENTER,3,4,1,3,3,4/1/2016
455628,HILLTOP VILLAGE NURSING AND REHABILITATION CENTER,4,4,5,1,2,4/1/2016
145798,COUNTRYSIDE NURSING & REHAB CTR,1,2,4,1,2,4/1/2016
185124,REDBANKS,2,2,1,4,4,4/1/2016
335588,THE GRAND REHABILITATION & NURSING  AT CHITTENANGO,2,1,5,3,2,4/1/2016
395290,PLEASANT ACRES NURSING AND REHAB CENTER,2,1,5,4,3,4/1/2016
495300,HERITAGE HALL KING GEORGE,2,1,5,1,2,4/1/2016
225405,ISLAND TERRACE NURSING HOME,5,4,3,5,5,4/1/2016
35086,KINDRED NURSING AND REHABILITATION-HACIENDA,1,1,2,3,4,4/1/2016
165513,LUTHER MANOR RETIREMENT HOME,4,3,3,4,3,4/1/2016
235371,"MEDILODGE OF YALE, INC",4,4,3,3,4,4/1/2016
165286,SUNRISE HILL CARE CENTER,3,2,5,3,3,4/1/2016
215147,FUTURE CARE NORTHPOINT,5,4,5,3,4,4/1/2016
505488,RICHMOND BEACH REHAB,1,1,1,2,3,4/1/2016
555463,THE VILLAGE HEALTHCARE CENTER,1,2,3,1,1,4/1/2016
235032,HEARTLAND HEALTH CARE CENTER-IONIA,5,4,5,3,4,4/1/2016
385280,LEBANON VETERANS HOME,5,4,3,5,5,4/1/2016
455646,MARSHALL MANOR NURSING & REHABILITATION CENTER,3,3,3,2,2,4/1/2016
205169,WINTHROP MANOR LONG TERM CARE & REHAB CTR,5,3,5,4,4,4/1/2016
365691,HEARTLAND OF MENTOR,1,1,4,2,3,4/1/2016
195625,SOUTHEAST LOUISIANA WAR VETERANS HOME,4,5,1,,,4/1/2016
175445,PIONEER RIDGE RETIREMENT COMMUNITY,5,4,5,4,3,4/1/2016
265716,MONTICELLO HOUSE,2,2,2,3,4,4/1/2016
2.20E+250,SAMUEL MARCUS NURSING HOME,2,1,5,2,4,4/1/2016
165362,CLARION WELLNESS AND REHABILITATION CENTER,3,2,5,,,4/1/2016
235177,HARTFORD NURSING & REHABILITATION CENTER,4,3,5,3,2,4/1/2016
165301,GREAT RIVER CARE CENTER,5,5,3,3,5,4/1/2016
335515,ST JOSEPHS HOSP NURSING HOME OF YONKERS N Y,4,4,3,2,3,4/1/2016
55002,COUNTRY MANOR HEALTHCARE,4,3,4,4,4,4/1/2016
345333,ABBOTTS CREEK CENTER,5,5,2,2,3,4/1/2016
05A147,MERCED BEHAVIORAL CENTER,5,5,5,3,1,4/1/2016
175502,MEDICALODGES EUDORA,5,4,5,4,4,4/1/2016
275116,BIG SANDY MEDICAL CENTER LTC,4,3,3,5,5,4/1/2016
445477,DICKSON HEALTH AND REHAB,1,2,4,1,1,4/1/2016
495415,THE VILLAGE AT ORCHARD RIDGE,2,2,1,5,5,4/1/2016
235225,FOUNTAIN VIEW OF MONROE,5,5,4,4,4,4/1/2016
335742,NIAGARA REHABILITATION AND NURSING CENTER,1,1,3,1,2,4/1/2016
345339,BRIAN CENTER HLTH & REHAB,1,1,2,1,2,4/1/2016
366232,WESTOVER RETIREMENT COMMUNITY,5,5,2,4,4,4/1/2016
185134,HAZARD HEALTH & REHABILITATION CENTER,2,4,1,1,1,4/1/2016
155689,COURTYARD HEALTHCARE CENTER,3,2,5,2,2,4/1/2016
375431,WILLOW PARK HEALTH CARE CENTER,5,5,2,2,1,4/1/2016
435043,DAVID M DORSETT HEALTHCARE COMMUNITY,2,2,5,1,2,4/1/2016
52A287,LAKEVIEW HEALTH CENTER,2,2,2,,,4/1/2016
365911,WINCHESTER TERRACE,1,1,1,3,3,4/1/2016
255153,BEDFORD CARE CENTER OF NEWTON,3,3,4,3,3,4/1/2016
115716,SPRING HARBOR AT GREEN ISLAND,5,4,4,5,5,4/1/2016
366428,O'NEILL HEALTHCARE FAIRVIEW PARK,,,,,,4/1/2016
195562,GREEN MEADOW HAVEN,3,3,2,3,2,4/1/2016
235094,THE LAKEVIEW OF CADILLAC,3,3,3,3,3,4/1/2016
56086,LA MARIPOSA CARE AND REHABILITATION CENTER,2,1,5,3,2,4/1/2016
345106,TRINITY RIDGE,5,5,3,4,4,4/1/2016
165215,LYON SPECIALTY CARE,5,4,5,3,3,4/1/2016
415111,ST CLARE HOME,3,3,1,5,5,4/1/2016
366340,HARDING POINTE,5,5,5,1,1,4/1/2016
185478,FOREST SPRINGS HEALTH CAMPUS,,,,,,4/1/2016
366288,"SUNRISE MANOR AND CONVALESCENT CENTER, INC",4,3,3,4,3,4/1/2016
455915,GRANBURY CARE CENTER,3,3,2,2,2,4/1/2016
145980,ROSEWOOD CARE CENTER OF ST CHARLES,3,4,1,4,5,4/1/2016
505475,WESLEY HOMES HEALTH CENTER,4,3,5,3,5,4/1/2016
105327,CASA MORA REHABILITATION AND EXTENDED CARE,4,3,4,4,5,4/1/2016
245606,LAKE MINNETONKA CARE CENTER,3,2,5,2,4,4/1/2016
366157,DUNBAR HEALTH & REHAB CENTER,4,4,4,3,3,4/1/2016
235281,"MAGNUMCARE OF HASTINGS, LLC",1,1,3,3,2,4/1/2016
165394,HERITAGE CARE CENTER,5,3,5,4,4,4/1/2016
365297,PAVILION THE,4,5,2,1,1,4/1/2016
395464,WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER,1,1,2,1,1,4/1/2016
676181,THE HEIGHTS,1,2,4,1,1,4/1/2016
45381,GREENBRIER NURSING AND REHABILITATION CENTER,4,3,5,3,1,4/1/2016
105888,PLANTATION BAY REHABILITATION CENTER,5,3,5,4,3,4/1/2016
345415,PINEVILLE REHABILITATION AND LIVING CTR,3,3,5,1,1,4/1/2016
375461,BROOKHAVEN EXTENSIVE CARE,2,2,1,4,3,4/1/2016
45172,DERMOTT CITY NURSING HOME,2,2,4,2,1,4/1/2016
115264,CALHOUN NURSING HOME,3,3,4,2,2,4/1/2016
675817,FT WORTH SOUTHWEST NURSING CENTER,4,4,3,2,2,4/1/2016
175519,PRESCOTT COUNTRY VIEW NURSING HOME,2,1,2,4,4,4/1/2016
355124,SHEYENNE CROSSINGS CARE CENTER/TCU,4,3,3,4,3,4/1/2016
505399,VASHON COMMUNITY CARE CENTER,4,2,5,4,5,4/1/2016
265417,ALEXIAN BROS SHERBROOKE VILLAGE,4,2,5,4,4,4/1/2016
255317,NORTH MISSISSIPPI MED CTR SUB-ACUTE,5,5,4,5,5,4/1/2016
345478,HARNETT WOODS NURSING AND REHABILITATION CENTER,4,4,2,3,4,4/1/2016
255310,SILVER CROSS HEALTH & REHAB,4,3,2,5,5,4/1/2016
205172,SUNRISE CARE FACILITY,5,4,3,5,5,4/1/2016
225564,LIFE CARE CENTER OF ATTLEBORO,2,2,4,3,4,4/1/2016
495183,HEALTH CARE CENTER AT BRANDERM,4,4,3,4,3,4/1/2016
365952,RIDGEWOOD MANOR,1,1,3,2,2,4/1/2016
225137,GOLDEN LIVING CENTER-DEXTER HOUSE,3,3,3,3,5,4/1/2016
235311,ALAMO NURSING HOME INC,4,2,5,5,5,4/1/2016
676366,THE MELROSE,2,1,5,4,3,4/1/2016
195585,SHADY LAKE NURSING HOME,2,1,5,3,2,4/1/2016
145460,WINCHESTER HOUSE,2,2,3,3,3,4/1/2016
175233,GALENA NURSING & REHAB CENTER,5,5,5,3,3,4/1/2016
365558,WELLINGTON MANOR,3,4,1,2,3,4/1/2016
265639,LENOIR HEALTH CARE CENTER,4,4,3,4,5,4/1/2016
185132,FRANCISCAN HEALTH CARE CENTER,5,3,5,4,4,4/1/2016
205113,COLONIAL HEALTH CARE,4,4,3,3,2,4/1/2016
676210,SUMMER PLACE NURSING & REHABILITATION,2,3,3,1,1,4/1/2016
555825,SAN MARINO MANOR,2,1,5,3,2,4/1/2016
676321,WINDSOR NURSING AND REHABILITATION CENTER OF CORPU,1,1,2,1,1,4/1/2016
145846,ROSEWOOD CARE CENTER OF EDWARDSVILLE,4,4,2,4,5,4/1/2016
265288,TABLEROCK HEALTHCARE,1,1,4,2,1,4/1/2016
145714,PARAMOUNT OAK PARK R & N CTR,2,1,5,2,2,4/1/2016
455975,THE GARDENS OF BELLAIRE,4,4,4,3,3,4/1/2016
335851,UNITED HEALTH SVS HOSP BINGHAMTON GEN T C U,5,5,2,,,4/1/2016
445433,GRACE HEALTHCARE OF CLARKSVILLE,1,2,2,1,2,4/1/2016
366365,WILLOWS AT BELLEVUE,5,5,3,3,4,4/1/2016
155167,WESTMINSTER VILLAGE NORTH,3,2,2,4,4,4/1/2016
145971,ROSEWOOD CARE CENTER NORTHBROOK,4,4,2,2,3,4/1/2016
65142,LEMAY AVENUE HEALTH AND REHABILITATION FACILITY,5,5,5,4,5,4/1/2016
375463,PAULS VALLEY CARE CENTER,3,4,3,1,1,4/1/2016
365740,"ASTORIA PLACE OF CLYDE, LLC",4,4,3,4,5,4/1/2016
505059,PANORAMA CITY CONV & REHAB CTR,5,5,4,5,5,4/1/2016
56133,WEST HILLS HEALTH & REHAB CENTER,2,1,5,4,4,4/1/2016
275111,LAUREL HEALTH & REHABILITATION CENTER,5,4,5,2,3,4/1/2016
235204,BROOKHAVEN MEDICAL CARE FACILI,1,1,1,4,4,4/1/2016
15210,"OPP HEALTH AND REHABILITATION, LLC",5,4,5,4,3,4/1/2016
2.30E+131,HYLAND NURSING HOME,2,1,2,4,5,4/1/2016
155053,MILLERS MERRY MANOR,3,3,4,3,4,4/1/2016
175221,FOUNTAINVIEW NURSING & REHAB CENTER,2,1,3,4,4,4/1/2016
425321,L.M.C.- EXTENDED CARE,3,3,3,3,3,4/1/2016
105702,TARPON POINT NURSING AND REHABILITATION CENTER,1,1,1,4,4,4/1/2016
225576,GOLDEN LIVING CENTER-HEATHWOOD,4,4,4,4,4,4/1/2016
445449,WESTWOOD HEALTH CARE AND REHABILITATION CENTER,4,3,3,4,5,4/1/2016
285249,"ST. JOSEPH'S VILLA, INC.",4,4,4,4,4,4/1/2016
375102,CIMARRON NURSING CENTER,2,2,2,3,2,4/1/2016
676315,THE HILLCREST OF NORTH DALLAS,4,4,3,3,3,4/1/2016
345530,PENN NURSING CENTER,4,3,4,4,3,4/1/2016
345491,CROATAN RIDGE NURSING AND REHABILITATION CENTER,5,5,3,2,4,4/1/2016
155789,RIDGEWOOD HEALTH CAMPUS,2,1,2,4,4,4/1/2016
215194,FOREST HILL HEALTH AND REHABILITATION CENTER,3,3,4,2,4,4/1/2016
16E638,MERCY MEDICAL CENTER-DUBUQUE,4,4,3,4,5,4/1/2016
335837,MARIA REGINA RESIDENCE INC,4,4,4,3,3,4/1/2016
155760,"MAPLES AT WATERFORD CROSSING, THE",1,1,4,2,3,4/1/2016
495308,RIVERSIDE REHABILITATION CENTER AT HAMPTON,4,3,5,3,4,4/1/2016
265202,CEDARCREST MANOR,2,3,1,2,2,4/1/2016
175122,DELMAR GARDENS OF LENEXA,3,3,3,3,3,4/1/2016
155811,WELLBROOKE OF AVON,2,1,4,4,4,4/1/2016
676048,LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER G,2,3,4,1,1,4/1/2016
675295,LYTLE NURSING HOME,2,3,2,1,2,4/1/2016
675220,AVALON PLACE KIRBYVILLE,2,2,3,,,4/1/2016
56162,EXTENDED CARE HOSPITAL OF RIVERSIDE,4,3,5,3,2,4/1/2016
305060,BEDFORD HILLS CENTER,1,1,1,3,4,4/1/2016
455753,OAK BROOK HEALTH CARE CENTER,2,3,3,1,2,4/1/2016
365796,WESTPARK NEUROLOGY AND REHABILITATION CENTER,2,1,2,4,3,4/1/2016
555122,MCKINLEY PARK CARE CENTER,5,4,5,3,3,4/1/2016
676137,LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -,1,1,1,3,3,4/1/2016
366183,SEASONS NURSING AND REHAB,4,2,5,4,4,4/1/2016
345223,GOLDEN LIVINGCENTER - HENDERSONVILLE,1,1,2,1,2,4/1/2016
395616,"SUSQUE VIEW HOME, INC",3,3,3,3,3,4/1/2016
365870,JUDSON PARK,4,4,4,4,3,4/1/2016
315119,ARNOLD WALTER NURSING HOME,5,5,4,4,4,4/1/2016
675791,BRIARWOOD NURSING & REHABILITATION,1,1,2,2,2,4/1/2016
675904,WINDFLOWER HEALTH CENTER,3,3,2,3,2,4/1/2016
396015,WESTMINSTER WOODS AT HUNTINGDO,5,4,5,3,3,4/1/2016
555446,MANORCARE HEALTH SERVICES-WALNUT CREEK,5,4,5,4,5,4/1/2016
56114,COUNTRY VILLA EAST NURSING CENTER,2,2,2,3,2,4/1/2016
335357,THE PINES HEALTHCARE & REHABILITATION CTR OLEAN,1,1,1,2,2,4/1/2016
395718,WAVERLY HEIGHTS,5,5,2,4,5,4/1/2016
365448,REST HAVEN NURSING HOME INC,5,5,3,2,2,4/1/2016
676241,GREENHILL VILLAS,1,1,2,3,2,4/1/2016
366139,MAPLE HILLS SKILLED NURSING & REHABILITATION,3,3,2,3,4,4/1/2016
555652,WILLOW CREEK HEALTHCARE CENTER,5,3,5,4,4,4/1/2016
225743,BAKER-KATZ SKILLED NURSING AND REHABILITATION CTR,3,4,1,3,3,4/1/2016
465109,HOLLADAY HEALTHCARE CENTER,5,4,5,4,5,4/1/2016
415083,EASTGATE NURSING & REHABILITATION CENTER,1,1,1,4,5,4/1/2016
335870,UPSTATE UNIVERSITY HOSP AT COMM GENERAL T C U,3,3,1,5,5,4/1/2016
445171,"CHRISTIAN CARE CENTER OF BEDFORD COUNTY, LLC",1,1,2,1,2,4/1/2016
155062,GOLDEN LIVING CENTER-LAPORTE,2,2,4,2,3,4/1/2016
445224,HENRY COUNTY HEALTHCARE CTR,4,3,2,4,3,4/1/2016
345262,BRIAN CENTER HEALTH & REHAB/HE,2,2,2,2,3,4/1/2016
65247,SPRINGS VILLAGE CARE CENTER,2,1,5,4,4,4/1/2016
165382,KNOXVILLE REHABILITATION CENTER,1,1,3,3,2,4/1/2016
115724,CHELSEY PARK HEALTH AND REHABILITATION,,,,,,4/1/2016
155282,GOOD SAMARITAN SOCIETY NORTHWOOD RETIREMENT COMM,3,2,4,4,4,4/1/2016
676269,RAYBURN HEALTH CARE & REHABILITATION,1,1,2,3,2,4/1/2016
245549,GOOD SAMARITAN SOCIETY - MOUNTAIN LAKE,3,2,4,4,4,4/1/2016
245205,ANOKA REHABILITATION AND LIVING CENTER,3,2,4,5,5,4/1/2016
265400,BROOKE HAVEN HEALTHCARE,4,5,1,4,3,4/1/2016
225740,HUNT NURSING & REHAB CENTER,5,4,5,4,4,4/1/2016
205109,MARSHALL HEALTH CARE AND REHAB,4,2,5,4,5,4/1/2016
56266,GOLDEN LIVINGCENTER - HILLCREST,5,5,5,4,5,4/1/2016
105622,DEERFIELD BEACH HEALTH AND REHABILITATION CENTER,5,3,5,4,3,4/1/2016
05A331,LITTLE SISTERS OF THE POOR,5,4,5,5,5,4/1/2016
155434,HICKORY CREEK AT CONNERSVILLE,5,4,5,2,4,4/1/2016
145308,RIVER VIEW REHAB CENTER,2,2,3,2,3,4/1/2016
365734,HORIZON POST ACUTE CARE,1,3,1,1,2,4/1/2016
385126,AVAMERE AT THREE FOUNTAINS,1,1,2,3,2,4/1/2016
555578,HOLIDAY MANOR CARE CENTER,5,3,5,5,5,4/1/2016
395402,MANORCARE HEALTH SERVICES-POTTSTOWN,4,4,3,2,4,4/1/2016
225036,BRAEMOOR HEALTH CENTER,3,2,4,4,4,4/1/2016
535053,PLATTE COUNTY MEMORIAL NURSING HOME,3,2,3,4,5,4/1/2016
525568,SUNNY RIDGE HEALTH AND REHAB CENTER,1,1,2,2,4,4/1/2016
165152,HARMONY HOUSE HEALTH CARE CENT,2,2,2,2,3,4/1/2016
265627,GARDEN VIEW CARE CENTER OF CHESTERFIELD,4,3,5,,,4/1/2016
395742,SOUTHWESTERN NURSING CARE CENTER,5,3,5,5,5,4/1/2016
375132,YORK MANOR NURSING HOME,3,4,1,4,4,4/1/2016
245389,LANGTON PLACE,5,5,4,5,5,4/1/2016
445442,"CRESTVIEW HEALTH CARE CENTER OF BROWNSVILLE, INC",4,3,4,4,4,4/1/2016
375372,CHOCTAW NATION NURSING HOME,4,4,2,3,2,4/1/2016
155564,MILLER'S MERRY MANOR,5,4,5,3,4,4/1/2016
345159,LINCOLNTON REHABILITATION CENTER,1,2,3,1,2,4/1/2016
445107,"NHC HEALTHCARE, FT SANDERS",5,5,5,3,3,4/1/2016
225535,BETHANY SKILLED NURSING FACILITY,5,5,5,5,5,4/1/2016
245410,RICE CARE CENTER,3,2,4,5,5,4/1/2016
395235,FOULKEWAYS AT GWYNEDD,5,3,5,5,5,4/1/2016
335309,STEUBEN CENTER FOR REHABILITATION AND HEALTHCARE,2,3,2,1,1,4/1/2016
315222,BARNEGAT REHABILITATION AND NURSING CENTER,2,2,3,2,3,4/1/2016
535054,GREEN HOUSE LIVING FOR SHERIDAN,4,3,3,5,5,4/1/2016
455879,MARSHALL MANOR WEST,4,4,3,2,1,4/1/2016
395020,BAPTIST HOMES OF WESTERN PENNSYLVANIA,3,3,4,3,5,4/1/2016
335810,LUTHERAN CENTER AT POUGHKEEPSIE INC,5,5,2,2,2,4/1/2016
455891,RENAISSANCE PARK MULTI CARE CENTER,4,4,3,2,2,4/1/2016
2.80E+298,KEARNEY COUNTY HEALTH SERVICES,2,2,1,5,5,4/1/2016
676305,THE STAYTON AT MUSEUM WAY,2,1,5,4,4,4/1/2016
445436,MIDSOUTH HEALTH AND REHABILITATION CENTER,2,2,5,1,1,4/1/2016
505296,ST FRANCIS OF BELLINGHAM,4,4,3,4,4,4/1/2016
366233,MORRIS NURSING HOME,5,5,5,4,4,4/1/2016
95021,HEALTH & REHABILITATION  CENTER AT THOMAS CIRCLE,5,4,5,5,5,4/1/2016
366391,ASTORIA SKILLED NURSING AND REHABILITATION,2,1,5,4,4,4/1/2016
395857,EPHRATA MANOR,5,4,5,4,4,4/1/2016
325074,GOOD SAMARITAN SOCIETY - MANZANO DEL SOL,4,2,5,4,4,4/1/2016
165186,GOOD SAMARITAN SOCIETY - INDIANOLA,2,1,2,4,4,4/1/2016
335044,FAR ROCKAWAY NURSING HOME,2,2,3,2,2,4/1/2016
495419,COVENANT WOODS NURSING HOME,,,,,,4/1/2016
345127,WHITE OAK MANOR - TRYON,4,5,1,4,4,4/1/2016
445460,"VANCO MANOR NURSING AND REHABILITATION CENTER, INC",4,3,5,3,3,4/1/2016
56485,ARLINGTON GARDENS CARE CENTER,5,4,5,3,3,4/1/2016
175467,KANSAS CHRISTIAN HOME,1,1,4,3,2,4/1/2016
505195,NORTH AUBURN REHAB & HEALTH CENTER,2,2,3,3,3,4/1/2016
